plot_id,species,spp_code,dbh_cm,top_kill,full_kill
4,Eucalyptus regnans,EUCREG,33.4,0,0
4,Eucalyptus regnans,EUCREG,38.2,0,0
4,Eucalyptus regnans,EUCREG,39,0,0
4,Eucalyptus regnans,EUCREG,41.8,0,0
4,Eucalyptus regnans,EUCREG,50.8,0,0
4,Eucalyptus regnans,EUCREG,53.3,0,0
4,Eucalyptus regnans,EUCREG,53.5,0,0
4,Eucalyptus regnans,EUCREG,53.7,0,0
4,Eucalyptus regnans,EUCREG,54.9,0,0
4,Eucalyptus regnans,EUCREG,57.8,0,0
4,Eucalyptus regnans,EUCREG,59.1,0,0
4,Eucalyptus regnans,EUCREG,62.3,0,0
4,Eucalyptus regnans,EUCREG,63.2,0,0
4,Eucalyptus regnans,EUCREG,64,0,0
4,Eucalyptus regnans,EUCREG,67.5,0,0
4,Eucalyptus regnans,EUCREG,70.9,0,0
4,Eucalyptus regnans,EUCREG,77.2,0,0
4,Eucalyptus regnans,EUCREG,78,0,0
4,Eucalyptus regnans,EUCREG,79.1,0,0
4,Eucalyptus regnans,EUCREG,86.4,0,0
4,Nothafagus cunninghami,NOTCUN,10.7,0,0
4,Nothafagus cunninghami,NOTCUN,11.8,0,0
4,Nothafagus cunninghami,NOTCUN,12.2,0,0
4,Nothafagus cunninghami,NOTCUN,13.3,0,0
4,Nothafagus cunninghami,NOTCUN,13.9,0,0
4,Nothafagus cunninghami,NOTCUN,15.3,0,0
4,Nothafagus cunninghami,NOTCUN,16.4,0,0
4,Nothafagus cunninghami,NOTCUN,19.1,0,0
4,Nothafagus cunninghami,NOTCUN,21.7,0,0
4,Nothafagus cunninghami,NOTCUN,23.6,0,0
4,Nothafagus cunninghami,NOTCUN,24.6,0,0
4,Nothafagus cunninghami,NOTCUN,35.5,0,0
4,Tasmania lanceolata,TASLAN,12.1,0,0
5,Atherosperma moschatum,ATHMOS,11.6,1,1
5,Atherosperma moschatum,ATHMOS,14.6,1,1
5,Atherosperma moschatum,ATHMOS,16.4,1,1
5,Atherosperma moschatum,ATHMOS,17.4,1,1
5,Atherosperma moschatum,ATHMOS,17.5,1,1
5,Atherosperma moschatum,ATHMOS,18.7,0,1
5,Atherosperma moschatum,ATHMOS,19.7,0,1
5,Atherosperma moschatum,ATHMOS,27.6,0,1
5,Nothafagus cunninghami,NOTCUN,10.9,1,1
5,Nothafagus cunninghami,NOTCUN,11.9,1,1
5,Nothafagus cunninghami,NOTCUN,13.1,1,1
5,Nothafagus cunninghami,NOTCUN,13.2,1,1
5,Nothafagus cunninghami,NOTCUN,14.1,0,1
5,Nothafagus cunninghami,NOTCUN,14.9,1,1
5,Nothafagus cunninghami,NOTCUN,15.7,0,1
5,Nothafagus cunninghami,NOTCUN,17.7,0,1
5,Nothafagus cunninghami,NOTCUN,18.5,0,1
5,Nothafagus cunninghami,NOTCUN,19.4,0,1
5,Nothafagus cunninghami,NOTCUN,19.7,0,1
5,Nothafagus cunninghami,NOTCUN,19.7,0,1
5,Nothafagus cunninghami,NOTCUN,20.9,0,1
5,Nothafagus cunninghami,NOTCUN,21.6,1,1
5,Nothafagus cunninghami,NOTCUN,22.4,1,1
5,Nothafagus cunninghami,NOTCUN,22.5,0,1
5,Nothafagus cunninghami,NOTCUN,23.4,0,1
5,Nothafagus cunninghami,NOTCUN,23.5,0,1
5,Nothafagus cunninghami,NOTCUN,24.4,0,1
5,Nothafagus cunninghami,NOTCUN,25.3,0,1
5,Nothafagus cunninghami,NOTCUN,27.2,0,1
5,Nothafagus cunninghami,NOTCUN,27.6,0,1
5,Nothafagus cunninghami,NOTCUN,29.1,0,1
5,Nothafagus cunninghami,NOTCUN,29.9,0,1
5,Nothafagus cunninghami,NOTCUN,31.6,0,1
5,Nothafagus cunninghami,NOTCUN,31.6,0,1
5,Nothafagus cunninghami,NOTCUN,32.9,0,1
5,Nothafagus cunninghami,NOTCUN,33.8,1,1
5,Nothafagus cunninghami,NOTCUN,34.1,1,1
5,Nothafagus cunninghami,NOTCUN,34.3,0,1
5,Nothafagus cunninghami,NOTCUN,34.4,0,1
5,Nothafagus cunninghami,NOTCUN,34.4,1,1
5,Nothafagus cunninghami,NOTCUN,35.4,0,1
5,Nothafagus cunninghami,NOTCUN,36.8,0,1
5,Nothafagus cunninghami,NOTCUN,36.8,1,1
5,Nothafagus cunninghami,NOTCUN,37.8,0,1
5,Nothafagus cunninghami,NOTCUN,39.1,0,1
5,Nothafagus cunninghami,NOTCUN,39.5,1,1
5,Nothafagus cunninghami,NOTCUN,39.9,0,1
5,Nothafagus cunninghami,NOTCUN,40,1,1
5,Nothafagus cunninghami,NOTCUN,43.6,0,1
5,Nothafagus cunninghami,NOTCUN,44.5,0,1
5,Nothafagus cunninghami,NOTCUN,45.1,0,1
5,Nothafagus cunninghami,NOTCUN,49.9,0,1
5,Nothafagus cunninghami,NOTCUN,56.7,0,1
5,Nothafagus cunninghami,NOTCUN,67.2,0,1
5,Nothafagus cunninghami,NOTCUN,73.8,0,1
5,Nothafagus cunninghami,NOTCUN,81.2,0,1
6,Acacia dealbata,ACADEA,20.1,1,1
6,Acacia dealbata,ACADEA,22.8,1,1
6,Acacia dealbata,ACADEA,23.3,1,1
6,Acacia dealbata,ACADEA,24.5,1,1
6,Acacia dealbata,ACADEA,26.3,1,1
6,Acacia dealbata,ACADEA,34.1,1,1
6,Acacia dealbata,ACADEA,34.5,1,1
6,Acacia dealbata,ACADEA,41.5,1,1
6,Acacia dealbata,ACADEA,45.5,1,1
6,Eucalyptus delegatensis,EUCDEL,42.3,1,1
6,Eucalyptus delegatensis,EUCDEL,44.7,1,1
6,Eucalyptus delegatensis,EUCDEL,60.3,1,1
6,Eucalyptus delegatensis,EUCDEL,72.5,1,1
6,Eucalyptus delegatensis,EUCDEL,91.1,1,1
6,Eucalyptus delegatensis,EUCDEL,91.7,1,1
6,Eucalyptus delegatensis,EUCDEL,100.2,1,1
6,Eucalyptus delegatensis,EUCDEL,106.5,1,1
6,Nothafagus cunninghami,NOTCUN,11.2,0,1
6,Nothafagus cunninghami,NOTCUN,12.1,0,1
6,Nothafagus cunninghami,NOTCUN,12.4,0,1
6,Nothafagus cunninghami,NOTCUN,12.8,0,1
6,Nothafagus cunninghami,NOTCUN,13.1,0,1
6,Nothafagus cunninghami,NOTCUN,13.2,0,1
6,Nothafagus cunninghami,NOTCUN,13.4,0,1
6,Nothafagus cunninghami,NOTCUN,13.8,0,1
6,Nothafagus cunninghami,NOTCUN,13.9,0,1
6,Nothafagus cunninghami,NOTCUN,14.6,0,1
6,Nothafagus cunninghami,NOTCUN,14.8,0,1
6,Nothafagus cunninghami,NOTCUN,14.8,0,1
6,Nothafagus cunninghami,NOTCUN,14.8,0,1
6,Nothafagus cunninghami,NOTCUN,14.8,0,1
6,Nothafagus cunninghami,NOTCUN,14.9,0,1
6,Nothafagus cunninghami,NOTCUN,15.1,1,1
6,Nothafagus cunninghami,NOTCUN,15.4,0,1
6,Nothafagus cunninghami,NOTCUN,15.5,0,1
6,Nothafagus cunninghami,NOTCUN,15.9,0,1
6,Nothafagus cunninghami,NOTCUN,16.2,0,1
6,Nothafagus cunninghami,NOTCUN,16.2,0,1
6,Nothafagus cunninghami,NOTCUN,16.6,0,1
6,Nothafagus cunninghami,NOTCUN,17,0,1
6,Nothafagus cunninghami,NOTCUN,17,0,1
6,Nothafagus cunninghami,NOTCUN,18.7,1,1
6,Nothafagus cunninghami,NOTCUN,19.4,1,1
6,Nothafagus cunninghami,NOTCUN,19.8,0,1
6,Nothafagus cunninghami,NOTCUN,20.5,0,1
6,Nothafagus cunninghami,NOTCUN,20.5,0,1
6,Nothafagus cunninghami,NOTCUN,20.6,1,1
6,Nothafagus cunninghami,NOTCUN,21.2,1,1
6,Nothafagus cunninghami,NOTCUN,21.5,0,1
6,Nothafagus cunninghami,NOTCUN,21.9,0,1
6,Nothafagus cunninghami,NOTCUN,22.9,0,1
6,Nothafagus cunninghami,NOTCUN,24.1,0,1
6,Nothafagus cunninghami,NOTCUN,24.4,1,1
6,Nothafagus cunninghami,NOTCUN,26,1,1
6,Nothafagus cunninghami,NOTCUN,26.1,0,1
6,Nothafagus cunninghami,NOTCUN,26.5,0,1
6,Nothafagus cunninghami,NOTCUN,27.2,0,1
6,Nothafagus cunninghami,NOTCUN,27.6,1,1
6,Nothafagus cunninghami,NOTCUN,34.4,0,1
6,Nothafagus cunninghami,NOTCUN,35.3,0,1
6,Nothafagus cunninghami,NOTCUN,35.8,1,1
6,Nothafagus cunninghami,NOTCUN,36.7,0,1
6,Nothafagus cunninghami,NOTCUN,44.3,0,1
7,Acacia dealbata,ACADEA,18.9,1,1
7,Acacia dealbata,ACADEA,32.4,1,1
7,Acacia melanoxylon,ACAMEL,13.9,1,1
7,Acacia melanoxylon,ACAMEL,14.4,1,1
7,Acacia melanoxylon,ACAMEL,15.4,1,1
7,Acacia melanoxylon,ACAMEL,15.4,1,1
7,Acacia melanoxylon,ACAMEL,16.8,1,1
7,Acacia melanoxylon,ACAMEL,18.1,1,1
7,Acacia melanoxylon,ACAMEL,19.9,1,1
7,Acacia melanoxylon,ACAMEL,20.4,1,1
7,Acacia melanoxylon,ACAMEL,20.5,1,1
7,Acacia melanoxylon,ACAMEL,20.8,1,1
7,Acacia melanoxylon,ACAMEL,21.2,1,1
7,Acacia melanoxylon,ACAMEL,21.9,1,1
7,Acacia melanoxylon,ACAMEL,22.7,1,1
7,Acacia melanoxylon,ACAMEL,22.8,1,1
7,Acacia melanoxylon,ACAMEL,23.3,0,0
7,Acacia melanoxylon,ACAMEL,23.4,1,1
7,Acacia melanoxylon,ACAMEL,23.4,1,1
7,Acacia melanoxylon,ACAMEL,24.8,1,1
7,Acacia melanoxylon,ACAMEL,25.1,0,0
7,Acacia melanoxylon,ACAMEL,27.8,0,0
7,Acacia melanoxylon,ACAMEL,27.8,0,0
7,Acacia melanoxylon,ACAMEL,27.8,1,1
7,Acacia melanoxylon,ACAMEL,28.7,1,1
7,Acacia melanoxylon,ACAMEL,31.8,1,1
7,Acacia melanoxylon,ACAMEL,34.5,1,1
7,Acacia melanoxylon,ACAMEL,47.8,0,0
7,Eucalyptus regnans,EUCREG,41.5,1,1
7,Eucalyptus regnans,EUCREG,55.4,0,0
7,Eucalyptus regnans,EUCREG,59.9,0,0
7,Eucalyptus regnans,EUCREG,60.2,0,0
7,Eucalyptus regnans,EUCREG,78.7,0,0
7,Eucalyptus regnans,EUCREG,88,0,0
7,Eucalyptus regnans,EUCREG,96.4,0,0
7,Eucalyptus regnans,EUCREG,148.6,0,0
7,Eucalyptus regnans,EUCREG,210.2,1,1
7,Eucalyptus regnans,EUCREG,367.9,0,0
7,Nothafagus cunninghami,NOTCUN,10.2,0,1
7,Nothafagus cunninghami,NOTCUN,10.2,0,1
7,Nothafagus cunninghami,NOTCUN,10.3,1,1
7,Nothafagus cunninghami,NOTCUN,10.4,0,1
7,Nothafagus cunninghami,NOTCUN,10.8,1,1
7,Nothafagus cunninghami,NOTCUN,10.9,0,1
7,Nothafagus cunninghami,NOTCUN,11.1,0,1
7,Nothafagus cunninghami,NOTCUN,11.1,1,1
7,Nothafagus cunninghami,NOTCUN,11.1,1,1
7,Nothafagus cunninghami,NOTCUN,11.3,0,1
7,Nothafagus cunninghami,NOTCUN,11.4,0,1
7,Nothafagus cunninghami,NOTCUN,11.5,0,1
7,Nothafagus cunninghami,NOTCUN,11.7,0,1
7,Nothafagus cunninghami,NOTCUN,11.7,1,1
7,Nothafagus cunninghami,NOTCUN,11.7,1,1
7,Nothafagus cunninghami,NOTCUN,11.9,0,1
7,Nothafagus cunninghami,NOTCUN,12.4,0,1
7,Nothafagus cunninghami,NOTCUN,12.7,1,1
7,Nothafagus cunninghami,NOTCUN,12.8,1,1
7,Nothafagus cunninghami,NOTCUN,13.2,1,1
7,Nothafagus cunninghami,NOTCUN,13.7,0,1
7,Nothafagus cunninghami,NOTCUN,14.3,0,1
7,Nothafagus cunninghami,NOTCUN,14.4,1,1
7,Nothafagus cunninghami,NOTCUN,14.6,1,1
7,Nothafagus cunninghami,NOTCUN,15.1,0,1
7,Nothafagus cunninghami,NOTCUN,15.1,1,1
7,Nothafagus cunninghami,NOTCUN,15.4,0,1
7,Nothafagus cunninghami,NOTCUN,15.4,1,1
7,Nothafagus cunninghami,NOTCUN,15.5,1,1
7,Nothafagus cunninghami,NOTCUN,15.5,1,1
7,Nothafagus cunninghami,NOTCUN,15.6,0,1
7,Nothafagus cunninghami,NOTCUN,15.6,1,1
7,Nothafagus cunninghami,NOTCUN,15.8,1,1
7,Nothafagus cunninghami,NOTCUN,16.1,1,1
7,Nothafagus cunninghami,NOTCUN,16.2,0,0
7,Nothafagus cunninghami,NOTCUN,16.8,1,1
7,Nothafagus cunninghami,NOTCUN,16.8,1,1
7,Nothafagus cunninghami,NOTCUN,17.2,1,1
7,Nothafagus cunninghami,NOTCUN,17.3,1,1
7,Nothafagus cunninghami,NOTCUN,17.4,0,0
7,Nothafagus cunninghami,NOTCUN,17.4,1,1
7,Nothafagus cunninghami,NOTCUN,17.4,1,1
7,Nothafagus cunninghami,NOTCUN,17.8,1,1
7,Nothafagus cunninghami,NOTCUN,17.9,0,1
7,Nothafagus cunninghami,NOTCUN,17.9,0,1
7,Nothafagus cunninghami,NOTCUN,18.2,1,1
7,Nothafagus cunninghami,NOTCUN,18.2,1,1
7,Nothafagus cunninghami,NOTCUN,18.5,1,1
7,Nothafagus cunninghami,NOTCUN,19.1,1,1
7,Nothafagus cunninghami,NOTCUN,19.3,1,1
7,Nothafagus cunninghami,NOTCUN,19.4,0,1
7,Nothafagus cunninghami,NOTCUN,19.8,1,1
7,Nothafagus cunninghami,NOTCUN,19.9,1,1
7,Nothafagus cunninghami,NOTCUN,20.5,1,1
7,Nothafagus cunninghami,NOTCUN,20.8,1,1
7,Nothafagus cunninghami,NOTCUN,20.9,1,1
7,Nothafagus cunninghami,NOTCUN,21.5,1,1
7,Nothafagus cunninghami,NOTCUN,22.1,1,1
7,Nothafagus cunninghami,NOTCUN,22.2,1,1
7,Nothafagus cunninghami,NOTCUN,22.3,1,1
7,Nothafagus cunninghami,NOTCUN,22.9,0,1
7,Nothafagus cunninghami,NOTCUN,22.9,0,1
7,Nothafagus cunninghami,NOTCUN,23.4,0,1
7,Nothafagus cunninghami,NOTCUN,24.8,1,1
7,Nothafagus cunninghami,NOTCUN,26.9,1,1
7,Nothafagus cunninghami,NOTCUN,28.7,1,1
7,Nothafagus cunninghami,NOTCUN,30.7,1,1
7,Nothafagus cunninghami,NOTCUN,31.7,1,1
7,Nothafagus cunninghami,NOTCUN,33.7,0,1
7,Nothafagus cunninghami,NOTCUN,35.6,0,1
7,Nothafagus cunninghami,NOTCUN,35.8,0,1
7,Nothafagus cunninghami,NOTCUN,35.9,0,1
7,Nothafagus cunninghami,NOTCUN,37.8,0,1
8,Acacia dealbata,ACADEA,19.7,0,0
8,Acacia dealbata,ACADEA,31.9,0,0
8,Acacia dealbata,ACADEA,33.5,0,0
8,Acacia melanoxylon,ACAMEL,11.1,0,0
8,Acacia melanoxylon,ACAMEL,17.2,1,1
8,Acacia melanoxylon,ACAMEL,19.2,1,1
8,Acacia melanoxylon,ACAMEL,22.9,0,0
8,Acacia melanoxylon,ACAMEL,23.5,0,0
8,Acacia melanoxylon,ACAMEL,25.2,0,0
8,Acacia melanoxylon,ACAMEL,26.1,0,0
8,Acacia melanoxylon,ACAMEL,26.2,0,0
8,Acacia melanoxylon,ACAMEL,27.7,0,0
8,Acacia melanoxylon,ACAMEL,27.9,0,0
8,Eucalyptus regnans,EUCREG,26.2,0,0
8,Eucalyptus regnans,EUCREG,26.7,0,0
8,Eucalyptus regnans,EUCREG,38.6,0,0
8,Eucalyptus regnans,EUCREG,38.6,0,0
8,Eucalyptus regnans,EUCREG,48.3,0,0
8,Eucalyptus regnans,EUCREG,48.9,0,0
8,Eucalyptus regnans,EUCREG,49.7,0,0
8,Eucalyptus regnans,EUCREG,56.8,0,0
8,Eucalyptus regnans,EUCREG,57.6,0,0
8,Eucalyptus regnans,EUCREG,61.1,0,0
8,Eucalyptus regnans,EUCREG,70.4,0,0
8,Eucalyptus regnans,EUCREG,71.5,0,0
8,Eucalyptus regnans,EUCREG,74.5,0,0
8,Eucalyptus regnans,EUCREG,75.4,0,0
8,Eucalyptus regnans,EUCREG,78.2,0,0
8,Eucalyptus regnans,EUCREG,80.2,0,0
8,Eucalyptus regnans,EUCREG,81.2,0,0
8,Eucalyptus regnans,EUCREG,82.4,0,0
8,Eucalyptus regnans,EUCREG,99.8,0,0
8,Eucalyptus regnans,EUCREG,107.8,0,0
8,Hedycarya angustifolia,HEDANG,13.4,0,0
8,Hedycarya angustifolia,HEDANG,20.8,0,0
8,Nothafagus cunninghami,NOTCUN,10.1,0,0
8,Nothafagus cunninghami,NOTCUN,10.1,0,0
8,Nothafagus cunninghami,NOTCUN,10.2,0,0
8,Nothafagus cunninghami,NOTCUN,10.4,0,0
8,Nothafagus cunninghami,NOTCUN,10.4,0,0
8,Nothafagus cunninghami,NOTCUN,10.4,0,0
8,Nothafagus cunninghami,NOTCUN,10.6,0,0
8,Nothafagus cunninghami,NOTCUN,10.8,0,0
8,Nothafagus cunninghami,NOTCUN,11.2,0,0
8,Nothafagus cunninghami,NOTCUN,11.5,0,0
8,Nothafagus cunninghami,NOTCUN,11.6,0,0
8,Nothafagus cunninghami,NOTCUN,11.7,0,0
8,Nothafagus cunninghami,NOTCUN,11.9,0,0
8,Nothafagus cunninghami,NOTCUN,12.1,0,0
8,Nothafagus cunninghami,NOTCUN,12.6,0,0
8,Nothafagus cunninghami,NOTCUN,13.7,0,0
8,Nothafagus cunninghami,NOTCUN,13.7,0,0
8,Nothafagus cunninghami,NOTCUN,13.9,0,0
8,Nothafagus cunninghami,NOTCUN,13.9,0,0
8,Nothafagus cunninghami,NOTCUN,14,0,0
8,Nothafagus cunninghami,NOTCUN,14.1,0,0
8,Nothafagus cunninghami,NOTCUN,14.4,0,0
8,Nothafagus cunninghami,NOTCUN,15.3,0,0
8,Nothafagus cunninghami,NOTCUN,15.6,0,0
8,Nothafagus cunninghami,NOTCUN,15.7,0,0
8,Nothafagus cunninghami,NOTCUN,16.3,0,0
8,Nothafagus cunninghami,NOTCUN,19.1,0,1
8,Nothafagus cunninghami,NOTCUN,21.2,0,0
8,Nothafagus cunninghami,NOTCUN,21.8,0,0
8,Nothafagus cunninghami,NOTCUN,22.2,0,0
8,Nothafagus cunninghami,NOTCUN,22.5,0,0
8,Nothafagus cunninghami,NOTCUN,22.9,0,0
8,Nothafagus cunninghami,NOTCUN,22.9,0,0
8,Nothafagus cunninghami,NOTCUN,23.1,0,0
8,Nothafagus cunninghami,NOTCUN,23.6,1,1
8,Nothafagus cunninghami,NOTCUN,24.1,1,1
8,Nothafagus cunninghami,NOTCUN,24.7,0,0
8,Nothafagus cunninghami,NOTCUN,27.1,0,0
8,Nothafagus cunninghami,NOTCUN,30.2,1,1
8,Nothafagus cunninghami,NOTCUN,37.7,0,1
8,Nothafagus cunninghami,NOTCUN,38.4,1,1
8,Nothafagus cunninghami,NOTCUN,38.8,0,0
8,Nothafagus cunninghami,NOTCUN,59.8,0,0
8,Nothafagus cunninghami,NOTCUN,60.4,0,0
8,Nothafagus cunninghami,NOTCUN,60.5,1,1
8,Nothafagus cunninghami,NOTCUN,90.2,0,0
9,Acacia dealbata,ACADEA,10.2,0,0
9,Acacia dealbata,ACADEA,11.2,0,0
9,Acacia dealbata,ACADEA,12.2,0,0
9,Acacia dealbata,ACADEA,12.4,0,0
9,Acacia dealbata,ACADEA,12.5,0,0
9,Acacia dealbata,ACADEA,15.1,0,0
9,Acacia dealbata,ACADEA,15.5,0,0
9,Acacia dealbata,ACADEA,15.9,0,0
9,Acacia dealbata,ACADEA,16,0,0
9,Acacia dealbata,ACADEA,20.9,1,1
9,Acacia dealbata,ACADEA,25.2,0,0
9,Acacia dealbata,ACADEA,25.9,1,1
9,Acacia dealbata,ACADEA,29.4,0,0
9,Acacia dealbata,ACADEA,32.3,0,0
9,Acacia dealbata,ACADEA,34.8,0,0
9,Acacia dealbata,ACADEA,35.6,0,0
9,Acacia dealbata,ACADEA,36.5,0,0
9,Acacia dealbata,ACADEA,39.6,0,0
9,Acacia dealbata,ACADEA,40.3,0,0
9,Acacia dealbata,ACADEA,43.1,0,0
9,Acacia dealbata,ACADEA,46.4,0,0
9,Acacia dealbata,ACADEA,46.8,0,0
9,Acacia dealbata,ACADEA,47.5,0,0
9,Acacia dealbata,ACADEA,49.2,0,0
9,Acacia dealbata,ACADEA,50.5,0,0
9,Acacia melanoxylon,ACAMEL,10.6,0,0
9,Acacia melanoxylon,ACAMEL,10.6,0,0
9,Acacia melanoxylon,ACAMEL,11.2,1,1
9,Acacia melanoxylon,ACAMEL,11.5,0,0
9,Acacia melanoxylon,ACAMEL,12.3,0,0
9,Acacia melanoxylon,ACAMEL,13.6,0,0
9,Acacia melanoxylon,ACAMEL,14.1,0,0
9,Acacia melanoxylon,ACAMEL,14.1,0,0
9,Acacia melanoxylon,ACAMEL,14.4,0,0
9,Acacia melanoxylon,ACAMEL,14.5,0,0
9,Acacia melanoxylon,ACAMEL,14.6,1,1
9,Acacia melanoxylon,ACAMEL,16.4,1,1
9,Acacia melanoxylon,ACAMEL,16.7,0,0
9,Acacia melanoxylon,ACAMEL,16.9,0,0
9,Acacia melanoxylon,ACAMEL,16.9,0,0
9,Acacia melanoxylon,ACAMEL,17.6,0,0
9,Acacia melanoxylon,ACAMEL,20.4,0,0
9,Acacia melanoxylon,ACAMEL,21.2,0,0
9,Acacia melanoxylon,ACAMEL,22.1,0,0
9,Acacia melanoxylon,ACAMEL,25.5,0,0
9,Acacia melanoxylon,ACAMEL,32.3,0,0
9,Acacia melanoxylon,ACAMEL,34.5,0,0
9,Acacia melanoxylon,ACAMEL,43.9,0,0
9,Nothafagus cunninghami,NOTCUN,18.2,0,0
9,Tasmania lanceolata,TASLAN,10.1,0,0
9,Tasmania lanceolata,TASLAN,10.1,0,0
9,Tasmania lanceolata,TASLAN,11.2,0,0
9,Tasmania lanceolata,TASLAN,11.4,0,0
9,Tasmania lanceolata,TASLAN,12.9,0,0
9,Tasmania lanceolata,TASLAN,18.5,0,0
10,Acacia dealbata,ACADEA,23.9,1,1
10,Acacia dealbata,ACADEA,33.8,1,1
10,Acacia dealbata,ACADEA,41.8,1,1
10,Acacia dealbata,ACADEA,42.4,1,1
10,Acacia dealbata,ACADEA,42.9,1,1
10,Acacia dealbata,ACADEA,55.2,1,1
10,Eucalyptus regnans,EUCREG,13.7,1,1
10,Eucalyptus regnans,EUCREG,20.7,1,1
10,Eucalyptus regnans,EUCREG,21.8,1,1
10,Eucalyptus regnans,EUCREG,21.8,1,1
10,Eucalyptus regnans,EUCREG,29.7,1,1
10,Eucalyptus regnans,EUCREG,31.5,1,1
10,Eucalyptus regnans,EUCREG,32.1,1,1
10,Eucalyptus regnans,EUCREG,39.3,1,1
10,Eucalyptus regnans,EUCREG,43.3,1,1
10,Eucalyptus regnans,EUCREG,44.3,1,1
10,Eucalyptus regnans,EUCREG,44.9,1,1
10,Eucalyptus regnans,EUCREG,45,1,1
10,Eucalyptus regnans,EUCREG,51.1,1,1
10,Eucalyptus regnans,EUCREG,53.8,1,1
10,Eucalyptus regnans,EUCREG,55.1,1,1
10,Eucalyptus regnans,EUCREG,57.4,1,1
10,Eucalyptus regnans,EUCREG,74.3,1,1
10,Eucalyptus regnans,EUCREG,79.8,1,1
10,Eucalyptus regnans,EUCREG,85.9,1,1
10,Eucalyptus regnans,EUCREG,116.1,1,1
10,Eucalyptus regnans,EUCREG,254.7,1,1
10,Hedycarya angustifolia,HEDANG,13.2,0,1
10,Hedycarya angustifolia,HEDANG,18.5,0,1
10,Olearia argophylla,OLEARG,11.2,0,1
10,Olearia argophylla,OLEARG,11.3,0,1
10,Olearia argophylla,OLEARG,11.3,0,1
10,Olearia argophylla,OLEARG,12.2,0,1
10,Olearia argophylla,OLEARG,12.4,0,1
10,Olearia argophylla,OLEARG,14,0,1
10,Olearia argophylla,OLEARG,14.1,0,1
10,Olearia argophylla,OLEARG,14.3,1,1
10,Olearia argophylla,OLEARG,14.4,0,1
10,Olearia argophylla,OLEARG,14.9,0,1
10,Olearia argophylla,OLEARG,16.3,0,1
11,Eucalyptus cypellocarpa,EUCCYP,85.3,0,0
11,Eucalyptus radiata,EUCRAD,10.2,0,0
11,Eucalyptus radiata,EUCRAD,10.5,0,0
11,Eucalyptus radiata,EUCRAD,10.7,0,0
11,Eucalyptus radiata,EUCRAD,10.9,0,0
11,Eucalyptus radiata,EUCRAD,11.1,1,1
11,Eucalyptus radiata,EUCRAD,11.4,1,1
11,Eucalyptus radiata,EUCRAD,12.2,0,0
11,Eucalyptus radiata,EUCRAD,12.5,1,1
11,Eucalyptus radiata,EUCRAD,12.8,1,1
11,Eucalyptus radiata,EUCRAD,13.8,1,1
11,Eucalyptus radiata,EUCRAD,14.3,0,0
11,Eucalyptus radiata,EUCRAD,16.1,1,1
11,Eucalyptus radiata,EUCRAD,17,0,0
11,Eucalyptus radiata,EUCRAD,17.7,0,0
11,Eucalyptus radiata,EUCRAD,18.3,0,0
11,Eucalyptus radiata,EUCRAD,19.2,0,0
11,Eucalyptus radiata,EUCRAD,19.8,0,0
11,Eucalyptus radiata,EUCRAD,24.2,0,0
11,Eucalyptus radiata,EUCRAD,25.9,1,1
11,Eucalyptus radiata,EUCRAD,32,0,0
11,Eucalyptus radiata,EUCRAD,34.8,0,0
11,Eucalyptus radiata,EUCRAD,45.6,1,1
11,Eucalyptus radiata,EUCRAD,49.3,0,0
11,Eucalyptus radiata,EUCRAD,51.3,0,0
11,Eucalyptus radiata,EUCRAD,56.4,0,0
11,Eucalyptus radiata,EUCRAD,58.1,0,0
11,Eucalyptus radiata,EUCRAD,59.3,0,0
11,Eucalyptus radiata,EUCRAD,59.6,1,1
11,Eucalyptus radiata,EUCRAD,65.2,0,0
11,Eucalyptus radiata,EUCRAD,65.6,0,0
11,Eucalyptus radiata,EUCRAD,75.9,0,0
11,Eucalyptus radiata,EUCRAD,77.1,0,0
11,Eucalyptus radiata,EUCRAD,118.7,1,1
11,Eucalyptus viminalis,EUCVIM,85.7,0,0
12,Acacia dealbata,ACADEA,10.8,1,1
12,Acacia dealbata,ACADEA,11.2,1,1
12,Acacia dealbata,ACADEA,15.1,1,1
12,Acacia melanoxylon,ACAMEL,10.8,0,0
12,Acacia melanoxylon,ACAMEL,12.5,1,1
12,Acacia melanoxylon,ACAMEL,13.2,1,1
12,Acacia melanoxylon,ACAMEL,15.5,1,1
12,Acacia melanoxylon,ACAMEL,20.6,0,0
12,Acacia melanoxylon,ACAMEL,20.9,0,0
12,Acacia melanoxylon,ACAMEL,20.9,1,1
12,Acacia melanoxylon,ACAMEL,23.5,0,0
12,Acacia melanoxylon,ACAMEL,25.2,0,0
12,Acacia melanoxylon,ACAMEL,27.1,1,1
12,Acacia melanoxylon,ACAMEL,29,0,0
12,Eucalyptus cypellocarpa,EUCCYP,50.8,0,0
12,Eucalyptus cypellocarpa,EUCCYP,72.9,0,0
12,Eucalyptus cypellocarpa,EUCCYP,87.8,0,0
12,Eucalyptus cypellocarpa,EUCCYP,104.6,0,0
12,Eucalyptus cypellocarpa,EUCCYP,108.7,0,0
12,Eucalyptus radiata,EUCRAD,10.4,1,1
12,Eucalyptus radiata,EUCRAD,11.8,1,1
12,Eucalyptus radiata,EUCRAD,12.1,0,0
12,Eucalyptus radiata,EUCRAD,20.5,1,1
12,Eucalyptus radiata,EUCRAD,24.4,0,0
12,Eucalyptus radiata,EUCRAD,25.6,0,0
