plot_id,species,spp_code,dbh_cm,top_kill,full_kill
3,Nothafagus cunninghami,NOTCUN,26,1,1
3,Nothafagus cunninghami,NOTCUN,27.8,1,1
3,Olearia argophylla,OLEARG,10.3,0,1
3,Olearia argophylla,OLEARG,10.3,0,1
3,Olearia argophylla,OLEARG,11.2,0,1
3,Olearia argophylla,OLEARG,11.4,0,1
3,Olearia argophylla,OLEARG,11.9,0,1
3,Olearia argophylla,OLEARG,12.1,0,1
3,Olearia argophylla,OLEARG,12.8,0,1
3,Olearia argophylla,OLEARG,12.9,0,1
3,Olearia argophylla,OLEARG,13.2,0,1
3,Olearia argophylla,OLEARG,14.2,0,1
3,Olearia argophylla,OLEARG,17.8,0,1
3,Olearia argophylla,OLEARG,18.4,0,1
3,Olearia argophylla,OLEARG,18.5,0,1
3,Olearia argophylla,OLEARG,25,0,1
4,Acacia dealbata,ACADEA,16.3,1,1
4,Acacia dealbata,ACADEA,17.5,1,1
4,Acacia dealbata,ACADEA,18.5,1,1
4,Acacia dealbata,ACADEA,18.6,1,1
4,Acacia dealbata,ACADEA,18.6,1,1
4,Acacia dealbata,ACADEA,19.5,0,0
4,Acacia dealbata,ACADEA,20.2,0,0
4,Acacia dealbata,ACADEA,20.2,1,1
4,Acacia dealbata,ACADEA,21.2,1,1
4,Acacia dealbata,ACADEA,21.3,0,0
4,Acacia dealbata,ACADEA,22.4,1,1
4,Acacia dealbata,ACADEA,23.4,0,0
4,Acacia dealbata,ACADEA,23.9,0,0
4,Acacia dealbata,ACADEA,24,0,0
4,Acacia dealbata,ACADEA,24.5,0,0
4,Acacia dealbata,ACADEA,24.7,0,0
4,Acacia dealbata,ACADEA,26.2,0,0
4,Acacia dealbata,ACADEA,26.9,0,0
4,Acacia dealbata,ACADEA,26.9,0,0
4,Acacia dealbata,ACADEA,27.2,0,0
4,Acacia dealbata,ACADEA,27.4,0,0
4,Acacia dealbata,ACADEA,28.3,0,0
4,Acacia dealbata,ACADEA,28.5,0,0
4,Acacia dealbata,ACADEA,29.2,0,0
4,Acacia dealbata,ACADEA,29.9,1,1
4,Acacia dealbata,ACADEA,30.5,0,0
4,Acacia dealbata,ACADEA,30.8,0,0
4,Acacia dealbata,ACADEA,31.1,0,0
4,Acacia dealbata,ACADEA,31.5,0,0
4,Acacia dealbata,ACADEA,31.6,0,0
4,Acacia dealbata,ACADEA,32.2,0,0
4,Acacia dealbata,ACADEA,32.2,0,0
4,Acacia dealbata,ACADEA,32.3,0,0
4,Acacia dealbata,ACADEA,33.2,0,0
4,Acacia dealbata,ACADEA,36.1,0,0
4,Acacia dealbata,ACADEA,37.1,0,0
4,Acacia dealbata,ACADEA,38.2,0,0
4,Acacia melanoxylon,ACAMEL,12.5,0,0
4,Acacia melanoxylon,ACAMEL,16,0,0
